,WaitingTime,Drop,Outflow,AvgProfit,AvgTime,AvgDistance,TotalTrips,AirportRatio,CabNum,Pick,DayTime_Afternoon,DayTime_EarlyMorning,DayTime_Evening,DayTime_Morning
2227,27.0,0.0,1407.0,25.750841585932683,13.4,0.06152513531898578,40.0,0.01875,397,0.0,1,0,0,0
2228,3.0,0.0,1380.0,27.14853209663796,11.451612903225806,0.06609075174382305,31.0,0.0020833333333333333,1002,1.0,0,1,0,0
2229,82.0,0.0,1351.0,14.000893883518849,7.1224489795918355,0.02104911723906192,49.0,0.23541666666666666,530,1.0,0,0,0,1
2230,41.0,0.0,1053.0,14.000893883518849,7.1224489795918355,0.02104911723906192,49.0,0.23541666666666666,370,1.0,1,0,0,0
2231,43.0,0.0,1501.0,14.000893883518849,7.1224489795918355,0.02104911723906192,49.0,0.23541666666666666,313,1.0,1,0,0,0
2232,52.0,0.0,1719.0,14.861308981154954,6.325581395348838,0.02321310501484989,43.0,0.23541666666666666,463,1.0,0,0,0,1
2233,26.0,0.0,909.0,14.861308981154954,6.325581395348838,0.02321310501484989,43.0,0.23541666666666666,530,1.0,0,0,0,1
2234,33.0,1.0,1657.0,14.861308981154954,6.325581395348838,0.02321310501484989,43.0,0.23541666666666666,397,1.0,1,0,0,0
2235,18.0,0.0,1618.0,13.5939625250242,6.972972972972973,0.019791764545559164,37.0,0.23541666666666666,530,0.0,0,0,0,1
2236,44.0,0.0,1102.0,13.5939625250242,6.972972972972973,0.019791764545559164,37.0,0.23541666666666666,414,0.0,1,0,0,0
2237,2.0,0.0,1397.0,20.977312406381525,12.384615384615385,0.050571151138554524,39.0,0.0013888888888888892,534,0.0,0,0,0,1
2238,30.0,0.0,1381.0,24.52924375257074,16.0,0.05555629013717391,39.0,0.05347222222222222,1002,1.0,0,1,0,0
2239,15.0,0.0,308.0,24.52924375257074,16.0,0.05555629013717391,39.0,0.05347222222222222,397,0.0,0,1,0,0
2240,32.0,0.0,1200.0,24.52924375257074,16.0,0.05555629013717391,39.0,0.05347222222222222,536,1.0,0,0,1,0
2241,8.0,1.0,1164.0,25.243170645410125,13.375,0.059007964589393634,40.0,0.07708333333333334,397,0.0,0,1,0,0
2242,42.0,0.0,1164.0,25.243170645410125,13.375,0.059007964589393634,40.0,0.07708333333333334,397,1.0,0,1,0,0
2243,61.0,1.0,164.0,25.243170645410125,13.375,0.059007964589393634,40.0,0.07708333333333334,587,1.0,0,0,0,1
2244,3.0,0.0,1380.0,17.36124289672027,7.9767441860465125,0.037247863188065125,43.0,0.035416666666666666,1002,0.0,0,1,0,0
2245,4.0,0.0,682.0,17.36124289672027,7.9767441860465125,0.037247863188065125,43.0,0.035416666666666666,1002,0.0,0,1,0,0
2246,6.0,0.0,682.0,17.36124289672027,7.9767441860465125,0.037247863188065125,43.0,0.035416666666666666,1002,0.0,0,1,0,0
2247,38.0,0.0,1167.0,17.36124289672027,7.9767441860465125,0.037247863188065125,43.0,0.035416666666666666,397,1.0,0,1,0,0
2248,49.0,0.0,995.0,25.38155233002353,12.2,0.061826192506750186,45.0,0.0763888888888889,463,1.0,0,0,0,1
2249,61.0,0.0,1376.0,25.38155233002353,12.2,0.061826192506750186,45.0,0.0763888888888889,460,1.0,0,0,1,0
2250,50.0,0.0,1478.0,18.51967422373848,11.304347826086955,0.03785046797421076,46.0,0.034722222222222224,397,0.0,0,1,0,0
2252,14.0,0.0,194.0,10.0,0.0,0.0,2.0,0.05347222222222222,382,0.0,0,0,0,1
2253,27.0,0.0,1380.0,17.970665858088697,8.952380952380953,0.03681267465504105,42.0,0.15069444444444444,1002,1.0,0,1,0,0
2254,67.0,0.0,1121.0,17.970665858088697,8.952380952380953,0.03681267465504105,42.0,0.15069444444444444,370,1.0,1,0,0,0
2255,37.0,0.0,991.0,17.970665858088697,8.952380952380953,0.03681267465504105,42.0,0.15069444444444444,313,1.0,1,0,0,0
2256,10.0,0.0,0.0,16.781647138116387,9.477272727272727,0.02569520199158956,44.0,0.15069444444444444,622,0.0,0,1,0,0
2257,76.0,0.0,1013.0,16.781647138116387,9.477272727272727,0.02569520199158956,44.0,0.15069444444444444,370,1.0,1,0,0,0
2258,21.0,0.0,682.0,17.878132657711607,10.428571428571429,0.037635617330278114,49.0,0.025,1002,0.0,0,1,0,0
2259,15.0,0.0,1121.0,17.878132657711607,10.428571428571429,0.037635617330278114,49.0,0.025,370,0.0,1,0,0,0
2260,40.0,0.0,1381.0,14.452246924749437,7.8125,0.02438975358275324,64.0,0.22569444444444445,536,1.0,0,0,1,0
2261,35.0,0.0,1600.0,17.586153549686593,9.464285714285714,0.03630664252896056,56.0,0.22569444444444445,536,1.0,0,0,1,0
2262,35.0,1.0,787.0,23.144924828473183,13.421052631578947,0.052769332168954575,38.0,0.22569444444444445,313,1.0,1,0,0,0
2263,35.0,0.0,1186.0,23.144924828473183,13.421052631578947,0.052769332168954575,38.0,0.22569444444444445,453,1.0,0,0,1,0
2264,30.0,0.0,1603.0,23.144924828473183,13.421052631578947,0.052769332168954575,38.0,0.22569444444444445,536,1.0,0,0,1,0
2265,35.0,1.0,1189.0,19.144087099094282,10.354166666666666,0.04354360531457841,48.0,0.22569444444444445,460,1.0,0,0,1,0
2266,30.0,0.0,1514.0,19.144087099094282,10.354166666666666,0.04354360531457841,48.0,0.22569444444444445,536,1.0,0,0,1,0
2267,25.0,1.0,845.0,26.53774141968884,13.372549019607847,0.06327990953270894,51.0,0.22569444444444445,331,1.0,0,0,1,0
2268,55.0,1.0,941.0,22.17041853385469,11.018518518518519,0.04839821203333857,54.0,0.22569444444444445,534,1.0,0,0,0,1
2269,5.0,0.0,1458.0,22.17041853385469,11.018518518518519,0.04839821203333857,54.0,0.22569444444444445,536,1.0,0,0,1,0
2270,78.0,0.0,632.0,20.501359351473962,16.133333333333333,0.04771021152666606,30.0,0.30972222222222223,382,0.0,0,0,0,1
2271,51.0,1.0,1016.0,20.501359351473962,16.133333333333333,0.04771021152666606,30.0,0.30972222222222223,414,0.0,1,0,0,0
2272,15.0,1.0,0.0,17.054721980487706,9.363636363636363,0.02745103995555713,44.0,0.30972222222222223,587,0.0,0,0,0,1
